plotnumber,fieldnumber,projectid,plottype,plotsize,provincestateterritory,fsregiondistrict,siteplotquality,vegplotquality,soilplotquality,updatedfromcards,enteredby,date,sitesurveyor,plotrepresenting,location,ecosection,ntsmapsheet,longitude,latitude,utmzone,utmeasting,utmnorthing,locationaccuracy,airphotonum,xcoord,ycoord,zone,subzone,siteseries,transdistrib,realmclass,mapunit,snowcoverregime,moistureregime,nutrientregime,usersiteunit,becsiteunit,siteunitshortname,siteunitlongname,successionalstatus,structuralstage,structuralstagemod,standage,elevation,slopegradient,aspect,mesoslopeposition,surfaceshape,surfacetopographytype,surfacetopographysize,watersource,photo,exposure1,exposure2,sitedisturbance1,sitedisturbance2,sitedisturbance3,substratedecwood,substratebedrock,substraterocks,substratemineralsoil,substrateorganicmatter,substratewater,sitenotes,officenotes,soilsurveyor,bedrockgeology1,bedrockgeology2,bedrockgeology3,coarsefraglith1,coarsefraglith2,coarsefraglith3,terraintexturesurf,surficialmaterialsurf,surfaceexpsurf,geomorprosurf,terraintexturesubsurf,surficialmaterialsubsurf,surfaceexpsubsurf,geomorprosubsurf,floodingregimefreq,moistureregimesub,floodingregimedur,soildrainage,seepagedepth,rootrestrictingtype,rootrestrictingdepth,rootzoneparticlesize,rootingdepth,soilclasssubgroup,soilclassgroup,humusform,humusformphase,humusthickness,phmethodcodemineral,phmethodcodeorganic,soilnotes,vegsurveyor,stratacovertree,stratacovershrub,stratacoverherb,stratacovermoss,vegnotes,hydrogeosystem,hydrogeosubsystem,specieslistcomplete,temporary,flag,polygonnumber,floodplain,standageestmeas,standheight,standheightestmeas,canopycomposition,soildepth,rootzonetexture,percentcoarsefrags,gleyingmottlingcm,watertablecm,diagram,stratacovertotal,fullcruisecard,ahorizontype,ahorizondepth,activelayerdepth,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
